Gene,Program_Dataset
TCF4,6_Laughney_2020_disease
IRF7,6_Laughney_2020_disease
PTCRA,6_Laughney_2020_disease
TFPI,6_Laughney_2020_disease
LDLRAD4,6_Laughney_2020_disease
BCL11A,6_Laughney_2020_disease
SUSD1,6_Laughney_2020_disease
RGS13,6_Laughney_2020_disease
PIM2,6_Laughney_2020_disease
HIST1H2BG,6_Laughney_2020_disease
SLC7A5,6_Laughney_2020_disease
LINC00996,6_Laughney_2020_disease
SIT1,6_Laughney_2020_disease
PLVAP,6_Laughney_2020_disease
TNFRSF21,6_Laughney_2020_disease
GNG7,6_Laughney_2020_disease
HS3ST3B1,6_Laughney_2020_disease
AMZ1,6_Laughney_2020_disease
CTH,6_Laughney_2020_disease
STAP1,6_Laughney_2020_disease
HIST1H2BC,6_Laughney_2020_disease
PPP1R14B,6_Laughney_2020_disease
STAT4,6_Laughney_2020_disease
PMEPA1,6_Laughney_2020_disease
ZNF891,6_Laughney_2020_disease
FADS2,6_Laughney_2020_disease
ASIP,6_Laughney_2020_disease
SEL1L3,6_Laughney_2020_disease
ZC3H12C,6_Laughney_2020_disease
FLNB,6_Laughney_2020_disease
PPP1R16B,6_Laughney_2020_disease
SIDT1,6_Laughney_2020_disease
HIST1H3H,6_Laughney_2020_disease
RAPGEF2,6_Laughney_2020_disease
LPIN1,6_Laughney_2020_disease
TRAF4,6_Laughney_2020_disease
TNFSF9,6_Laughney_2020_disease
SCAMP5,6_Laughney_2020_disease
KANK1,6_Laughney_2020_disease
FUZ,6_Laughney_2020_disease
GPM6B,6_Laughney_2020_disease
NEK8,6_Laughney_2020_disease
LINC01215,6_Laughney_2020_disease
SETBP1,6_Laughney_2020_disease
ZNF10,6_Laughney_2020_disease
S100B,7_Laughney_2020_disease
FCER1A,7_Laughney_2020_disease
CD1E,7_Laughney_2020_disease
CD1C,7_Laughney_2020_disease
LTB,7_Laughney_2020_disease
CD1A,7_Laughney_2020_disease
FCGBP,7_Laughney_2020_disease
CD207,7_Laughney_2020_disease
TACSTD2,7_Laughney_2020_disease
HLA-DQB2,7_Laughney_2020_disease
PKIB,7_Laughney_2020_disease
IL22RA2,7_Laughney_2020_disease
HLA-DOB,7_Laughney_2020_disease
NDRG2,7_Laughney_2020_disease
RGS16,7_Laughney_2020_disease
CD79A,7_Laughney_2020_disease
SLC38A1,7_Laughney_2020_disease
CD2,7_Laughney_2020_disease
GPAT3,7_Laughney_2020_disease
CCR6,7_Laughney_2020_disease
CLDN1,7_Laughney_2020_disease
MYL9,7_Laughney_2020_disease
CD70,7_Laughney_2020_disease
GNAO1,7_Laughney_2020_disease
GTSF1,7_Laughney_2020_disease
FUT7,7_Laughney_2020_disease
FFAR4,7_Laughney_2020_disease
PLEK2,7_Laughney_2020_disease
CCND2,7_Laughney_2020_disease
SUCNR1,7_Laughney_2020_disease
GPR82,7_Laughney_2020_disease
ELAVL4,7_Laughney_2020_disease
CYP3A5,7_Laughney_2020_disease
TLR10,7_Laughney_2020_disease
DFNA5,7_Laughney_2020_disease
TRPM4,7_Laughney_2020_disease
PLPP1,7_Laughney_2020_disease
SLC29A1,7_Laughney_2020_disease
MPZL2,7_Laughney_2020_disease
PON2,7_Laughney_2020_disease
SUSD3,7_Laughney_2020_disease
PPM1N,7_Laughney_2020_disease
BCO2,7_Laughney_2020_disease
RGS12,7_Laughney_2020_disease
PALD1,7_Laughney_2020_disease
ATAD5,7_Laughney_2020_disease
NIPAL4,7_Laughney_2020_disease
FAM159A,7_Laughney_2020_disease
ADGRG5,7_Laughney_2020_disease
SAC3D1,7_Laughney_2020_disease
PARM1,7_Laughney_2020_disease
HOMER2,7_Laughney_2020_disease
RAB33A,7_Laughney_2020_disease
KCNMB1,7_Laughney_2020_disease
MEIKIN,7_Laughney_2020_disease
TMEM156,7_Laughney_2020_disease
SLIT3,7_Laughney_2020_disease
EPCAM,7_Laughney_2020_disease
ACAP1,7_Laughney_2020_disease
TRABD2A,7_Laughney_2020_disease
PDLIM2,7_Laughney_2020_disease
FAM101B,7_Laughney_2020_disease
CYSLTR1,7_Laughney_2020_disease
ARMCX2,7_Laughney_2020_disease
NOTCH4,7_Laughney_2020_disease
PECR,7_Laughney_2020_disease
TNFAIP8L3,7_Laughney_2020_disease
PPFIBP1,7_Laughney_2020_disease
LMO7,7_Laughney_2020_disease
NAALADL1,7_Laughney_2020_disease
MSI2,7_Laughney_2020_disease
TESPA1,7_Laughney_2020_disease
SMPDL3B,7_Laughney_2020_disease
DNAJC12,7_Laughney_2020_disease
ST18,7_Laughney_2020_disease
LSR,7_Laughney_2020_disease
MYO1D,7_Laughney_2020_disease
HIP1,7_Laughney_2020_disease
FHL2,7_Laughney_2020_disease
FAM109A,7_Laughney_2020_disease
KIF17,7_Laughney_2020_disease
PLXNA2,7_Laughney_2020_disease
FKBP11,7_Laughney_2020_disease
SCARF1,7_Laughney_2020_disease
PER3,7_Laughney_2020_disease
GTF2IRD1,7_Laughney_2020_disease
GNA15,7_Laughney_2020_disease
GPSM2,7_Laughney_2020_disease
SPP1,8_Laughney_2020_disease
CH25H,8_Laughney_2020_disease
LIPA,8_Laughney_2020_disease
IL4I1,8_Laughney_2020_disease
SFTPB,8_Laughney_2020_disease
MSR1,8_Laughney_2020_disease
CYP27A1,8_Laughney_2020_disease
PHLDA2,8_Laughney_2020_disease
PMP22,8_Laughney_2020_disease
GM2A,8_Laughney_2020_disease
LRPAP1,8_Laughney_2020_disease
HEXA,8_Laughney_2020_disease
SLC2A3,8_Laughney_2020_disease
IFI44,8_Laughney_2020_disease
FNIP2,8_Laughney_2020_disease
ANKH,8_Laughney_2020_disease
C3orf14,8_Laughney_2020_disease
SQRDL,8_Laughney_2020_disease
CHCHD10,8_Laughney_2020_disease
P4HA2,8_Laughney_2020_disease
FBXO6,8_Laughney_2020_disease
FMNL2,8_Laughney_2020_disease
TNFAIP8L2,8_Laughney_2020_disease
RAB30,8_Laughney_2020_disease
TMEM236,8_Laughney_2020_disease
ATP6V1D,8_Laughney_2020_disease
CEACAM6,8_Laughney_2020_disease
GPRIN3,8_Laughney_2020_disease
DESI1,8_Laughney_2020_disease
AKAP12,9_Laughney_2020_disease
SDS,9_Laughney_2020_disease
IL6,9_Laughney_2020_disease
HSPA6,9_Laughney_2020_disease
IL10,9_Laughney_2020_disease
OSM,9_Laughney_2020_disease
GEM,9_Laughney_2020_disease
HAS1,9_Laughney_2020_disease
ID3,9_Laughney_2020_disease
INSIG1,9_Laughney_2020_disease
TNFSF14,9_Laughney_2020_disease
DNAJB1,9_Laughney_2020_disease
DUSP2,9_Laughney_2020_disease
BAG3,9_Laughney_2020_disease
ZFAND2A,9_Laughney_2020_disease
NLRP3,9_Laughney_2020_disease
NR4A3,9_Laughney_2020_disease
ARL4C,9_Laughney_2020_disease
ATF3,9_Laughney_2020_disease
PHLDA1,9_Laughney_2020_disease
TWISTNB,9_Laughney_2020_disease
PRDM1,9_Laughney_2020_disease
ZNF331,9_Laughney_2020_disease
DNAJA4,9_Laughney_2020_disease
SNAI1,9_Laughney_2020_disease
HES4,9_Laughney_2020_disease
NR4A2,9_Laughney_2020_disease
CTLA4,9_Laughney_2020_disease
SLC16A10,9_Laughney_2020_disease
NR4A1,9_Laughney_2020_disease
HSPH1,9_Laughney_2020_disease
FOSB,9_Laughney_2020_disease
VEGFA,9_Laughney_2020_disease
THAP2,9_Laughney_2020_disease
RRAD,9_Laughney_2020_disease
OTUD1,9_Laughney_2020_disease
HOXA5,9_Laughney_2020_disease
BAMBI,9_Laughney_2020_disease
PRMT9,9_Laughney_2020_disease
HBEGF,9_Laughney_2020_disease
DNAJB4,9_Laughney_2020_disease
TRIB3,9_Laughney_2020_disease
CHMP1B,9_Laughney_2020_disease
ALPK3,9_Laughney_2020_disease
AVPI1,9_Laughney_2020_disease
HIF1A-AS2,9_Laughney_2020_disease
NAF1,9_Laughney_2020_disease
SATB1,9_Laughney_2020_disease
SNAPC1,9_Laughney_2020_disease
KB-1507C5.4,9_Laughney_2020_disease
ZNF503,9_Laughney_2020_disease
RASGEF1B,9_Laughney_2020_disease
ABL2,9_Laughney_2020_disease
HSPD1,9_Laughney_2020_disease
ANKRD37,9_Laughney_2020_disease
DNAH17,9_Laughney_2020_disease
MFSD2A,9_Laughney_2020_disease
SESN2,9_Laughney_2020_disease
TMEM217,9_Laughney_2020_disease
IRAK2,9_Laughney_2020_disease
JMY,9_Laughney_2020_disease
GRASP,9_Laughney_2020_disease
KLF4,9_Laughney_2020_disease
TIPARP,9_Laughney_2020_disease
ACTRT3,9_Laughney_2020_disease
MASTL,9_Laughney_2020_disease
FOSL1,9_Laughney_2020_disease
HIC1,9_Laughney_2020_disease
LSMEM1,9_Laughney_2020_disease
ARG2,9_Laughney_2020_disease
TSC22D2,9_Laughney_2020_disease
FAM210A,9_Laughney_2020_disease
SLC8B1,9_Laughney_2020_disease
TMEM71,9_Laughney_2020_disease
FGF18,9_Laughney_2020_disease
ST18,9_Laughney_2020_disease
CHRNE,9_Laughney_2020_disease
PLEKHG2,9_Laughney_2020_disease
PAPD5,9_Laughney_2020_disease
MRPL18,9_Laughney_2020_disease
PHLDB1,9_Laughney_2020_disease
SLC9B2,9_Laughney_2020_disease
CCDC168,9_Laughney_2020_disease
MB21D2,9_Laughney_2020_disease
FN3K,9_Laughney_2020_disease
HSPA4L,9_Laughney_2020_disease
RNF175,9_Laughney_2020_disease
ATG2A,9_Laughney_2020_disease
HSPA1L,9_Laughney_2020_disease
SLC25A33,9_Laughney_2020_disease
USP36,9_Laughney_2020_disease
EIF2AK3,9_Laughney_2020_disease
CHI3L1,10_Laughney_2020_disease
CCL22,10_Laughney_2020_disease
MMP9,10_Laughney_2020_disease
MMP7,10_Laughney_2020_disease
CA2,10_Laughney_2020_disease
PLA2G7,10_Laughney_2020_disease
CIR1,10_Laughney_2020_disease
FAM213A,10_Laughney_2020_disease
ABCG1,10_Laughney_2020_disease
CKS2,10_Laughney_2020_disease
SSBP3,10_Laughney_2020_disease
FUCA1,10_Laughney_2020_disease
LILRB4,10_Laughney_2020_disease
PPARG,10_Laughney_2020_disease
EPHX1,10_Laughney_2020_disease
ACAT2,10_Laughney_2020_disease
CTSA,10_Laughney_2020_disease
KMO,10_Laughney_2020_disease
RAC2,10_Laughney_2020_disease
SYNGR1,10_Laughney_2020_disease
SMPDL3A,10_Laughney_2020_disease
EPSTI1,10_Laughney_2020_disease
SNX10,10_Laughney_2020_disease
OSGIN1,10_Laughney_2020_disease
CDH1,10_Laughney_2020_disease
RAB13,10_Laughney_2020_disease
GUSB,10_Laughney_2020_disease
MRAS,10_Laughney_2020_disease
AK1,10_Laughney_2020_disease
SLC30A1,10_Laughney_2020_disease
CBR1,10_Laughney_2020_disease
CD99,10_Laughney_2020_disease
P4HB,10_Laughney_2020_disease
NAA20,10_Laughney_2020_disease
ATP6V1D,10_Laughney_2020_disease
PRAM1,10_Laughney_2020_disease
HLA-F,10_Laughney_2020_disease
ITGB1BP1,10_Laughney_2020_disease
ABHD12,10_Laughney_2020_disease
HELZ2,10_Laughney_2020_disease
CCL13,11_Laughney_2020_disease
SLC40A1,11_Laughney_2020_disease
RNASE1,11_Laughney_2020_disease
IGF1,11_Laughney_2020_disease
F13A1,11_Laughney_2020_disease
IL2RA,11_Laughney_2020_disease
TMIGD3,11_Laughney_2020_disease
OLFML3,11_Laughney_2020_disease
C3,11_Laughney_2020_disease
STAB1,11_Laughney_2020_disease
MARCKS,11_Laughney_2020_disease
HS3ST1,11_Laughney_2020_disease
CXCL12,11_Laughney_2020_disease
HTRA1,11_Laughney_2020_disease
EMP2,11_Laughney_2020_disease
CD163L1,11_Laughney_2020_disease
ABCG2,11_Laughney_2020_disease
GAL3ST4,11_Laughney_2020_disease
ENPP2,11_Laughney_2020_disease
GPR34,11_Laughney_2020_disease
CD93,11_Laughney_2020_disease
ADORA3,11_Laughney_2020_disease
H1F0,11_Laughney_2020_disease
CX3CR1,11_Laughney_2020_disease
LPAR6,11_Laughney_2020_disease
ME1,11_Laughney_2020_disease
ITSN1,11_Laughney_2020_disease
CMKLR1,11_Laughney_2020_disease
MFGE8,11_Laughney_2020_disease
SLC1A3,11_Laughney_2020_disease
ARC,11_Laughney_2020_disease
EPB41L2,11_Laughney_2020_disease
USP53,11_Laughney_2020_disease
MTRNR2L1,11_Laughney_2020_disease
MIR503HG,11_Laughney_2020_disease
MERTK,11_Laughney_2020_disease
CD28,11_Laughney_2020_disease
SYP,11_Laughney_2020_disease
CD209,11_Laughney_2020_disease
L3MBTL4-AS1,11_Laughney_2020_disease
MAFB,11_Laughney_2020_disease
IGFBP4,11_Laughney_2020_disease
MMP14,11_Laughney_2020_disease
GAS6,11_Laughney_2020_disease
SPRED1,11_Laughney_2020_disease
GATM,11_Laughney_2020_disease
CD180,11_Laughney_2020_disease
FGFR1,11_Laughney_2020_disease
ADRB2,11_Laughney_2020_disease
FRMD4A,11_Laughney_2020_disease
WLS,11_Laughney_2020_disease
ITGB5,11_Laughney_2020_disease
SLC12A5,11_Laughney_2020_disease
GPR155,11_Laughney_2020_disease
JAG1,11_Laughney_2020_disease
GIMAP5,11_Laughney_2020_disease
FAM110B,11_Laughney_2020_disease
CCDC170,11_Laughney_2020_disease
UACA,11_Laughney_2020_disease
EPS8,11_Laughney_2020_disease
LPAR5,11_Laughney_2020_disease
ATP8B4,11_Laughney_2020_disease
SCN1B,11_Laughney_2020_disease
ERAP2,11_Laughney_2020_disease
ADGRG1,11_Laughney_2020_disease
ARHGAP6,11_Laughney_2020_disease
FMN1,11_Laughney_2020_disease
FCGR2A,11_Laughney_2020_disease
ZDHHC14,11_Laughney_2020_disease
FGD5,11_Laughney_2020_disease
CNRIP1,11_Laughney_2020_disease
TANC2,11_Laughney_2020_disease
SOCS2,11_Laughney_2020_disease
TPRG1,11_Laughney_2020_disease
ST6GAL1,11_Laughney_2020_disease
MAP7,11_Laughney_2020_disease
CRYBB1,11_Laughney_2020_disease
CFH,11_Laughney_2020_disease
SASH1,11_Laughney_2020_disease
TLR7,11_Laughney_2020_disease
ANKRD36C,11_Laughney_2020_disease
TRPM2,11_Laughney_2020_disease
DOPEY2,11_Laughney_2020_disease
ST5,11_Laughney_2020_disease
BNC2,11_Laughney_2020_disease
SLC9A3R2,11_Laughney_2020_disease
TPCN1,11_Laughney_2020_disease
PER3,11_Laughney_2020_disease
HOMER3,11_Laughney_2020_disease
MTFP1,11_Laughney_2020_disease
TMOD2,11_Laughney_2020_disease
RASA4,11_Laughney_2020_disease
WNT2B,11_Laughney_2020_disease
S100A12,12_Laughney_2020_disease
S100A8,12_Laughney_2020_disease
IL1R2,12_Laughney_2020_disease
APOBEC3A,12_Laughney_2020_disease
RETN,12_Laughney_2020_disease
FCN1,12_Laughney_2020_disease
TIMP1,12_Laughney_2020_disease
CD36,12_Laughney_2020_disease
PTX3,12_Laughney_2020_disease
S100A9,12_Laughney_2020_disease
OSM,12_Laughney_2020_disease
EREG,12_Laughney_2020_disease
CYP1B1,12_Laughney_2020_disease
VCAN,12_Laughney_2020_disease
MIR3945HG,12_Laughney_2020_disease
DNAAF1,12_Laughney_2020_disease
CD300E,12_Laughney_2020_disease
THBS1,12_Laughney_2020_disease
SELL,12_Laughney_2020_disease
CFP,12_Laughney_2020_disease
NLRP3,12_Laughney_2020_disease
SFTPA2,12_Laughney_2020_disease
LILRA1,12_Laughney_2020_disease
FPR2,12_Laughney_2020_disease
GJB2,12_Laughney_2020_disease
LRG1,12_Laughney_2020_disease
CDA,12_Laughney_2020_disease
VNN1,12_Laughney_2020_disease
LILRA5,12_Laughney_2020_disease
VEGFA,12_Laughney_2020_disease
ZG16B,12_Laughney_2020_disease
C1orf228,12_Laughney_2020_disease
RBP7,12_Laughney_2020_disease
TPPP3,12_Laughney_2020_disease
ACKR3,12_Laughney_2020_disease
LUCAT1,12_Laughney_2020_disease
PELI1,12_Laughney_2020_disease
PPIF,12_Laughney_2020_disease
ZBTB16,12_Laughney_2020_disease
GPRC5A,12_Laughney_2020_disease
SLC25A37,12_Laughney_2020_disease
LDLR,12_Laughney_2020_disease
CDC42EP2,12_Laughney_2020_disease
MX2,12_Laughney_2020_disease
FSTL3,12_Laughney_2020_disease
SYP,12_Laughney_2020_disease
ASGR2,12_Laughney_2020_disease
SAMSN1,12_Laughney_2020_disease
SYNE2,12_Laughney_2020_disease
HPSE,12_Laughney_2020_disease
STEAP4,12_Laughney_2020_disease
DNAH17,12_Laughney_2020_disease
LILRA2,12_Laughney_2020_disease
PDE4D,12_Laughney_2020_disease
CTH,12_Laughney_2020_disease
NRGN,12_Laughney_2020_disease
ELL2,12_Laughney_2020_disease
GGT5,12_Laughney_2020_disease
STARD4,12_Laughney_2020_disease
P2RY8,12_Laughney_2020_disease
PLCB1,12_Laughney_2020_disease
CKAP4,12_Laughney_2020_disease
CMTM2,12_Laughney_2020_disease
SIPA1L1,12_Laughney_2020_disease
SORL1,12_Laughney_2020_disease
LIN7A,12_Laughney_2020_disease
RNF19B,12_Laughney_2020_disease
LTB4R,12_Laughney_2020_disease
CDH23,12_Laughney_2020_disease
ZNF467,12_Laughney_2020_disease
LINC00937,12_Laughney_2020_disease
KCNJ15,12_Laughney_2020_disease
TMEM52B,12_Laughney_2020_disease
PER2,12_Laughney_2020_disease
S1PR3,12_Laughney_2020_disease
CXCR6,12_Laughney_2020_disease
LAMB3,12_Laughney_2020_disease
ATP13A3,12_Laughney_2020_disease
TRIM7,12_Laughney_2020_disease
RBKS,12_Laughney_2020_disease
IRS2,12_Laughney_2020_disease
IFI27,13_Laughney_2020_disease
CXCL5,13_Laughney_2020_disease
GS1-600G8.5,13_Laughney_2020_disease
FABP4,13_Laughney_2020_disease
RBP4,13_Laughney_2020_disease
S100A1,13_Laughney_2020_disease
NMB,13_Laughney_2020_disease
CES1,13_Laughney_2020_disease
AKR1C3,13_Laughney_2020_disease
RND3,13_Laughney_2020_disease
AGRP,13_Laughney_2020_disease
CCL23,13_Laughney_2020_disease
AKR1C2,13_Laughney_2020_disease
IGFBP2,13_Laughney_2020_disease
SERPING1,13_Laughney_2020_disease
MGST1,13_Laughney_2020_disease
MARCO,13_Laughney_2020_disease
LPL,13_Laughney_2020_disease
SPARC,13_Laughney_2020_disease
PCOLCE2,13_Laughney_2020_disease
MCEMP1,13_Laughney_2020_disease
GCHFR,13_Laughney_2020_disease
SPOCD1,13_Laughney_2020_disease
VSIG4,13_Laughney_2020_disease
LGALS3BP,13_Laughney_2020_disease
DNAJC5B,13_Laughney_2020_disease
PPIC,13_Laughney_2020_disease
OASL,13_Laughney_2020_disease
MSMO1,13_Laughney_2020_disease
CPE,13_Laughney_2020_disease
RMDN3,13_Laughney_2020_disease
ADTRP,13_Laughney_2020_disease
TREM1,13_Laughney_2020_disease
ALDH1A1,13_Laughney_2020_disease
FAM134B,13_Laughney_2020_disease
S100A13,13_Laughney_2020_disease
MLPH,13_Laughney_2020_disease
SPRY1,13_Laughney_2020_disease
BHLHE41,13_Laughney_2020_disease
CTSW,13_Laughney_2020_disease
TEX14,13_Laughney_2020_disease
LTA4H,13_Laughney_2020_disease
PLA2G16,13_Laughney_2020_disease
SEPT4,13_Laughney_2020_disease
ADGRE1,13_Laughney_2020_disease
FAM89A,13_Laughney_2020_disease
ABCG2,13_Laughney_2020_disease
SCCPDH,13_Laughney_2020_disease
ACO1,13_Laughney_2020_disease
WWTR1,13_Laughney_2020_disease
TPD52L1,13_Laughney_2020_disease
MFAP5,13_Laughney_2020_disease
CYB5A,13_Laughney_2020_disease
ARRDC4,13_Laughney_2020_disease
MAP3K7CL,13_Laughney_2020_disease
EGFL7,13_Laughney_2020_disease
TTC39B,13_Laughney_2020_disease
AMIGO2,13_Laughney_2020_disease
ACKR3,13_Laughney_2020_disease
APOC4-APOC2,13_Laughney_2020_disease
FCGR1B,13_Laughney_2020_disease
GALNT12,13_Laughney_2020_disease
CD3D,13_Laughney_2020_disease
ATP10A,13_Laughney_2020_disease
TCF7L2,13_Laughney_2020_disease
ATL1,13_Laughney_2020_disease
HDDC2,13_Laughney_2020_disease
ACVRL1,13_Laughney_2020_disease
DYX1C1,13_Laughney_2020_disease
PTPMT1,13_Laughney_2020_disease
CEACAM21,13_Laughney_2020_disease
BCAR1,13_Laughney_2020_disease
DLEU7,13_Laughney_2020_disease
NCEH1,13_Laughney_2020_disease
NEIL2,13_Laughney_2020_disease
PCED1B,13_Laughney_2020_disease
CHI3L2,13_Laughney_2020_disease
PROS1,13_Laughney_2020_disease
CENPV,13_Laughney_2020_disease
DLC1,13_Laughney_2020_disease
TFCP2L1,13_Laughney_2020_disease
SMIM10,13_Laughney_2020_disease
TNIK,13_Laughney_2020_disease
BACE1,13_Laughney_2020_disease
FAR2,13_Laughney_2020_disease
CASP5,13_Laughney_2020_disease
YARS2,13_Laughney_2020_disease
SIGLEC11,13_Laughney_2020_disease
ADAMTS6,13_Laughney_2020_disease
GEMIN5,13_Laughney_2020_disease
DDO,13_Laughney_2020_disease
ELOVL7,13_Laughney_2020_disease
SPA17,13_Laughney_2020_disease
TOP2A,14_Laughney_2020_disease
KIAA0101,14_Laughney_2020_disease
MKI67,14_Laughney_2020_disease
CENPF,14_Laughney_2020_disease
TK1,14_Laughney_2020_disease
RRM2,14_Laughney_2020_disease
TPX2,14_Laughney_2020_disease
TYMS,14_Laughney_2020_disease
CLSPN,14_Laughney_2020_disease
COL6A2,14_Laughney_2020_disease
CDK1,14_Laughney_2020_disease
HMMR,14_Laughney_2020_disease
UBE2C,14_Laughney_2020_disease
BIRC5,14_Laughney_2020_disease
KIT,14_Laughney_2020_disease
BEX1,14_Laughney_2020_disease
NUSAP1,14_Laughney_2020_disease
GGH,14_Laughney_2020_disease
ZWINT,14_Laughney_2020_disease
ASF1B,14_Laughney_2020_disease
FAM111B,14_Laughney_2020_disease
PCNA,14_Laughney_2020_disease
TROAP,14_Laughney_2020_disease
TMEM97,14_Laughney_2020_disease
MCM7,14_Laughney_2020_disease
DTL,14_Laughney_2020_disease
FEN1,14_Laughney_2020_disease
GINS2,14_Laughney_2020_disease
CKS1B,14_Laughney_2020_disease
HELLS,14_Laughney_2020_disease
RAD51AP1,14_Laughney_2020_disease
MAD2L1,14_Laughney_2020_disease
ATAD2,14_Laughney_2020_disease
SMC2,14_Laughney_2020_disease
MCM10,14_Laughney_2020_disease
BRCA2,14_Laughney_2020_disease
CDCA3,14_Laughney_2020_disease
CENPU,14_Laughney_2020_disease
ORC6,14_Laughney_2020_disease
MCM5,14_Laughney_2020_disease
SHCBP1,14_Laughney_2020_disease
TCF19,14_Laughney_2020_disease
MCM3,14_Laughney_2020_disease
CCNE2,14_Laughney_2020_disease
DHFR,14_Laughney_2020_disease
ATAD5,14_Laughney_2020_disease
CENPM,14_Laughney_2020_disease
CDCA7,14_Laughney_2020_disease
MCM2,14_Laughney_2020_disease
BRCA1,14_Laughney_2020_disease
CENPK,14_Laughney_2020_disease
TMEM106C,14_Laughney_2020_disease
MCM6,14_Laughney_2020_disease
ESCO2,14_Laughney_2020_disease
DUT,14_Laughney_2020_disease
UBE2T,14_Laughney_2020_disease
DNAJC9,14_Laughney_2020_disease
UHRF1,14_Laughney_2020_disease
CDKN3,14_Laughney_2020_disease
MCM4,14_Laughney_2020_disease
VRK1,14_Laughney_2020_disease
ARHGAP11A,14_Laughney_2020_disease
AURKB,14_Laughney_2020_disease
CHEK1,14_Laughney_2020_disease
CRNDE,14_Laughney_2020_disease
LIG1,14_Laughney_2020_disease
EXO1,14_Laughney_2020_disease
C19orf48,14_Laughney_2020_disease
RNASEH2A,14_Laughney_2020_disease
CENPN,14_Laughney_2020_disease
PCYT2,14_Laughney_2020_disease
RFC4,14_Laughney_2020_disease
ZWILCH,14_Laughney_2020_disease
CDC25A,14_Laughney_2020_disease
RMI2,14_Laughney_2020_disease
GINS1,14_Laughney_2020_disease
MXD3,14_Laughney_2020_disease
SORBS2,14_Laughney_2020_disease
FBXO5,14_Laughney_2020_disease
CCNE1,14_Laughney_2020_disease
POC1A,14_Laughney_2020_disease
S100P,15_Laughney_2020_disease
TNFRSF4,15_Laughney_2020_disease
PTGS2,15_Laughney_2020_disease
QPCT,15_Laughney_2020_disease
PRF1,15_Laughney_2020_disease
FFAR2,15_Laughney_2020_disease
HIST1H2AC,15_Laughney_2020_disease
PLAUR,15_Laughney_2020_disease
TDP2,15_Laughney_2020_disease
ANXA3,15_Laughney_2020_disease
HK3,15_Laughney_2020_disease
CLEC4D,15_Laughney_2020_disease
GPR65,15_Laughney_2020_disease
OFD1,15_Laughney_2020_disease
AP5B1,15_Laughney_2020_disease
VNN2,15_Laughney_2020_disease
DGAT2,15_Laughney_2020_disease
HRH2,15_Laughney_2020_disease
MAPK13,15_Laughney_2020_disease
FCGR3B,15_Laughney_2020_disease
C1orf132,15_Laughney_2020_disease
TAP2,15_Laughney_2020_disease
ITGB3BP,15_Laughney_2020_disease
KBTBD7,15_Laughney_2020_disease
CSF3R,15_Laughney_2020_disease
TECR,15_Laughney_2020_disease
ARID3A,15_Laughney_2020_disease
JARID2,15_Laughney_2020_disease
ECHDC3,15_Laughney_2020_disease
CHIT1,16_Laughney_2020_disease
CCL18,16_Laughney_2020_disease
HAMP,16_Laughney_2020_disease
CXCL1,16_Laughney_2020_disease
CTSK,16_Laughney_2020_disease
APOE,16_Laughney_2020_disease
HS3ST2,16_Laughney_2020_disease
SCD,16_Laughney_2020_disease
NUPR1,16_Laughney_2020_disease
LGMN,16_Laughney_2020_disease
ADAMDEC1,16_Laughney_2020_disease
APOC1,16_Laughney_2020_disease
PLA2G2D,16_Laughney_2020_disease
APOC2,16_Laughney_2020_disease
RARRES1,16_Laughney_2020_disease
PLD3,16_Laughney_2020_disease
LIPA,16_Laughney_2020_disease
GPNMB,16_Laughney_2020_disease
SPARC,16_Laughney_2020_disease
RBP1,16_Laughney_2020_disease
NR1H3,16_Laughney_2020_disease
ACP5,16_Laughney_2020_disease
DNAJC5B,16_Laughney_2020_disease
CHCHD6,16_Laughney_2020_disease
CTSD,16_Laughney_2020_disease
ATP6V0D2,16_Laughney_2020_disease
OTOA,16_Laughney_2020_disease
CHRNA1,16_Laughney_2020_disease
ALDH1A1,16_Laughney_2020_disease
BIRC7,16_Laughney_2020_disease
HES2,16_Laughney_2020_disease
TSPAN4,16_Laughney_2020_disease
COLEC12,16_Laughney_2020_disease
CD59,16_Laughney_2020_disease
KCNMA1,16_Laughney_2020_disease
PLPP3,16_Laughney_2020_disease
C1S,16_Laughney_2020_disease
CD163L1,16_Laughney_2020_disease
TMEM37,16_Laughney_2020_disease
PKD2L1,16_Laughney_2020_disease
AK8,16_Laughney_2020_disease
HTRA4,16_Laughney_2020_disease
TCN2,16_Laughney_2020_disease
PIF1,16_Laughney_2020_disease
ACP2,16_Laughney_2020_disease
SLC2A5,16_Laughney_2020_disease
SLC29A3,16_Laughney_2020_disease
AIFM2,16_Laughney_2020_disease
SLC7A8,16_Laughney_2020_disease
TRIM47,16_Laughney_2020_disease
DFNA5,16_Laughney_2020_disease
